x0,x1,x2,x3,x4,x5,x6,x7,y
5,12.0,18.0,A1,A23,A28,1239.0,1420.0,-29.0
5,8.0,6.0,A0,A58,A136,595.0,660.0,-1.0
5,1.0,16.0,A7,A86,A55,915.0,988.0,5.0
5,7.0,1.0,A6,A14,A21,1035.0,1105.0,-22.0
5,1.0,12.0,A0,A47,A62,1125.0,1215.0,1.0
5,7.0,27.0,A0,A0,A45,1235.0,1330.0,7.0
5,12.0,2.0,A12,A56,A10,758.0,1260.0,-2.0
5,6.0,1.0,A0,A45,A73,755.0,905.0,-8.0
5,5.0,18.0,A4,A135,A137,375.0,473.0,-3.0
5,4.0,14.0,A4,A7,A138,480.0,691.0,-4.0
5,8.0,8.0,A6,A25,A16,545.0,644.0,-36.0
5,4.0,9.0,A6,A4,A28,1315.0,383.0,7.0
5,5.0,26.0,A0,A58,A0,1015.0,1180.0,-9.0
5,8.0,11.0,A6,,A19,425.0,578.0,5.0
5,4.0,14.0,A8,A4,A86,530.0,680.0,6.0
5,9.0,11.0,A3,A76,A10,715.0,833.0,54.0
5,9.0,18.0,A2,A48,A0,660.0,715.0,14.0
5,1.0,27.0,A1,A81,A49,600.0,749.0,53.0
5,7.0,7.0,A0,A12,A88,880.0,945.0,55.0
5,12.0,12.0,A2,A136,A29,685.0,753.0,-10.0
5,6.0,30.0,A6,A14,A5,435.0,674.0,-2.0
5,7.0,23.0,A1,A25,A49,1260.0,1416.0,-10.0
5,1.0,29.0,A3,A34,A84,686.0,824.0,-25.0
5,10.0,18.0,A6,A41,A139,1315.0,1387.0,-11.0
5,4.0,11.0,A7,A13,A18,445.0,625.0,7.0
5,5.0,3.0,A5,A14,A140,776.0,828.0,1.0
5,4.0,26.0,A4,A6,A19,779.0,850.0,2.0
5,3.0,27.0,A0,A61,A37,1185.0,1255.0,71.0
5,4.0,13.0,A0,A65,A116,765.0,800.0,32.0
5,11.0,16.0,A12,A45,A20,1205.0,1392.0,43.0
5,4.0,14.0,A6,A60,A9,1330.0,,
5,10.0,2.0,A0,A137,A141,1060.0,1060.0,5.0
5,8.0,20.0,A2,A9,A91,901.0,982.0,-15.0
5,7.0,24.0,A2,A9,A49,655.0,747.0,1.0
5,3.0,17.0,A0,A10,A37,480.0,575.0,-15.0
5,8.0,10.0,A4,,A23,1135.0,1307.0,30.0
5,9.0,9.0,A6,,A44,535.0,607.0,-16.0
5,12.0,27.0,A13,A30,A44,570.0,910.0,53.0
5,1.0,1.0,A0,A7,A142,690.0,,9.0
5,10.0,29.0,A6,A138,A76,425.0,,-16.0
5,9.0,26.0,A0,A45,A57,640.0,795.0,-2.0
5,4.0,19.0,A8,A19,A0,570.0,711.0,-16.0
5,7.0,15.0,A0,A54,A67,720.0,810.0,-12.0
5,5.0,17.0,A12,A6,A15,540.0,,50.0
5,6.0,24.0,A2,A23,A28,420.0,650.0,-15.0
5,8.0,23.0,A8,A31,A56,1370.0,445.0,41.0
5,7.0,20.0,A5,A13,A143,999.0,1069.0,-13.0
5,2.0,26.0,A0,A97,A21,365.0,420.0,-23.0
5,3.0,7.0,A4,A30,A144,785.0,968.0,2.0
5,5.0,22.0,A3,A43,A44,460.0,639.0,1.0
5,8.0,21.0,A6,A25,A55,1200.0,1276.0,9.0
5,9.0,20.0,A0,A132,A30,885.0,985.0,-24.0
5,5.0,31.0,A6,A30,A0,1245.0,1344.0,5.0
5,5.0,7.0,A7,,A45,915.0,957.0,-14.0
5,9.0,18.0,A4,A10,A16,982.0,,18.0
5,11.0,12.0,A0,A37,A41,1085.0,1205.0,-3.0
5,3.0,25.0,A0,,A121,635.0,745.0,-17.0
5,3.0,15.0,A0,A18,A45,975.0,990.0,-19.0
5,8.0,9.0,A9,A71,A59,630.0,783.0,-22.0
5,1.0,8.0,A0,A28,A26,715.0,780.0,-4.0
5,10.0,28.0,A6,A105,A127,1340.0,1415.0,
5,11.0,15.0,A6,,A19,900.0,,-23.0
5,7.0,18.0,A2,A76,A29,853.0,950.0,-13.0
5,3.0,4.0,A4,A30,A145,720.0,813.0,23.0
5,8.0,5.0,A4,A139,A21,638.0,770.0,-15.0
5,10.0,26.0,A2,A121,A106,1139.0,1269.0,4.0
5,4.0,23.0,A6,A13,A0,840.0,995.0,-9.0
5,7.0,29.0,A4,A28,A0,1130.0,1220.0,19.0
5,3.0,9.0,A6,A13,A19,695.0,845.0,90.0
5,11.0,27.0,A8,A7,A144,595.0,825.0,4.0
5,4.0,2.0,A4,A30,A26,645.0,692.0,-12.0
5,10.0,20.0,A12,A111,A146,900.0,1079.0,-26.0
5,8.0,12.0,A12,A86,A21,415.0,535.0,-13.0
5,9.0,22.0,A0,A66,A4,600.0,1020.0,-18.0
5,1.0,2.0,A2,A9,A147,725.0,,-6.0
5,3.0,19.0,A3,A6,A148,540.0,654.0,7.0
5,11.0,12.0,A2,A9,A149,1260.0,,-20.0
5,11.0,17.0,A4,A45,A7,920.0,1047.0,113.0
5,12.0,10.0,A2,,A29,844.0,935.0,14.0
5,2.0,4.0,A4,,A23,750.0,,-19.0
5,5.0,14.0,A9,A9,A19,1108.0,1186.0,-5.0
5,12.0,30.0,A2,A48,A45,515.0,619.0,-1.0
5,11.0,30.0,A3,A142,A44,495.0,674.0,40.0
5,6.0,6.0,A7,A19,A78,1345.0,391.0,8.0
5,9.0,18.0,A0,A0,A55,1105.0,1315.0,1.0
5,10.0,18.0,A2,A143,A51,840.0,1018.0,-14.0
5,4.0,6.0,A12,A6,A15,1290.0,1382.0,-11.0
5,9.0,3.0,A12,A13,A5,360.0,605.0,11.0
5,9.0,22.0,A4,A42,A23,700.0,768.0,-12.0
5,1.0,14.0,A12,A4,A28,632.0,1133.0,72.0
5,4.0,30.0,A7,A86,A133,1100.0,1251.0,32.0
5,12.0,10.0,A0,A37,A142,1190.0,1325.0,-7.0
5,2.0,18.0,A0,A38,A53,520.0,580.0,-1.0
5,5.0,28.0,A3,A24,A123,1210.0,1345.0,-16.0
5,7.0,30.0,A4,A81,A16,1130.0,1203.0,8.0
5,12.0,16.0,A1,A5,A55,390.0,457.0,-14.0
5,1.0,24.0,A11,A53,A31,684.0,728.0,1.0
5,3.0,2.0,A7,A52,A18,1040.0,1161.0,17.0
5,2.0,12.0,A2,A25,A29,1170.0,1342.0,-18.0
5,6.0,6.0,A7,A28,A26,1215.0,1332.0,-5.0
5,10.0,15.0,A0,A144,A107,745.0,825.0,13.0
5,10.0,27.0,A2,A145,A106,1095.0,1278.0,-10.0
5,8.0,25.0,A6,A35,A0,740.0,810.0,-23.0
5,6.0,19.0,A9,,A5,690.0,851.0,30.0
5,7.0,8.0,A3,A6,A74,780.0,855.0,23.0
5,4.0,1.0,A0,A37,A150,705.0,775.0,-14.0
5,10.0,7.0,A5,A147,A42,493.0,556.0,-7.0
5,7.0,26.0,A1,A16,A151,910.0,1075.0,0.0
5,3.0,13.0,A2,A12,A45,1065.0,1153.0,-15.0
5,7.0,27.0,A5,A148,A19,554.0,681.0,3.0
5,9.0,22.0,A9,,A52,895.0,1045.0,-11.0
5,4.0,6.0,A0,A19,A30,845.0,1200.0,1.0
5,10.0,2.0,A3,A41,A152,635.0,828.0,1.0
5,7.0,10.0,A1,A104,A49,370.0,539.0,-10.0
5,9.0,13.0,A2,,A8,535.0,,-20.0
5,3.0,7.0,A12,A45,A132,1156.0,1236.0,-14.0
5,12.0,10.0,A0,A28,A4,1155.0,,
5,3.0,7.0,A12,A66,A44,,322.0,-1.0
5,6.0,24.0,A7,,A41,480.0,623.0,-18.0
5,4.0,23.0,A0,A37,A5,420.0,660.0,-22.0
5,12.0,12.0,A0,A66,A52,665.0,1085.0,-31.0
5,9.0,11.0,A12,A5,A137,720.0,919.0,-36.0
5,10.0,25.0,A2,,A153,950.0,1109.0,20.0
5,8.0,16.0,A8,,A154,1215.0,,-1.0
5,1.0,14.0,A1,A5,A59,390.0,585.0,-12.0
5,2.0,19.0,A0,A4,A26,795.0,875.0,-2.0
5,4.0,17.0,A0,,A29,1025.0,1175.0,-13.0
5,7.0,14.0,A0,A66,A30,490.0,,20.0
5,8.0,11.0,A3,A150,A44,370.0,452.0,-20.0
5,5.0,17.0,A12,,A86,688.0,786.0,3.0
5,5.0,2.0,A0,A51,A30,760.0,900.0,19.0
5,5.0,4.0,A0,,A8,955.0,1125.0,-1.0
5,12.0,31.0,A0,A45,A155,720.0,805.0,1.0
5,5.0,11.0,A2,,A52,380.0,451.0,-13.0
5,6.0,2.0,A3,A104,A52,662.0,784.0,-22.0
5,8.0,30.0,A3,A9,A94,660.0,729.0,-18.0
5,2.0,13.0,A0,,A56,1245.0,1370.0,-11.0
5,10.0,17.0,A1,A106,A156,1201.0,1352.0,-7.0
5,3.0,17.0,A0,A45,A157,505.0,585.0,-7.0
5,1.0,12.0,A12,A6,A16,865.0,1027.0,242.0
5,8.0,19.0,A1,,A14,1055.0,1210.0,27.0
5,9.0,15.0,A9,,A19,1250.0,1419.0,6.0
5,2.0,13.0,A4,,A45,960.0,1005.0,4.0
5,2.0,2.0,A3,A6,A158,456.0,531.0,1.0
5,12.0,23.0,A6,A14,A56,525.0,670.0,-11.0
5,3.0,21.0,A3,A152,A44,555.0,621.0,-8.0
5,1.0,3.0,A0,A58,A55,620.0,700.0,-7.0
5,7.0,25.0,A12,A114,A10,1101.0,1279.0,21.0
5,11.0,20.0,A12,A28,A44,360.0,575.0,-17.0
5,8.0,26.0,A6,A14,A52,823.0,1051.0,-15.0
5,5.0,23.0,A7,A38,A45,750.0,858.0,-5.0
5,5.0,1.0,A13,A12,A21,525.0,586.0,9.0
5,5.0,20.0,A6,A14,A13,1110.0,1183.0,-4.0
5,9.0,21.0,A6,A30,A19,505.0,838.0,2.0
5,8.0,31.0,A12,A34,A16,920.0,1011.0,-31.0
5,11.0,3.0,A0,A2,A47,1205.0,1280.0,-10.0
5,4.0,26.0,A3,A153,A19,775.0,860.0,12.0
5,6.0,14.0,A12,A10,A0,1075.0,1266.0,19.0
5,10.0,28.0,A6,A105,A106,570.0,647.0,1.0
5,11.0,28.0,A12,A83,A45,1025.0,1212.0,-10.0
5,1.0,18.0,A7,A60,A4,955.0,1034.0,-2.0
5,12.0,13.0,A0,A58,A142,565.0,720.0,-38.0
5,7.0,21.0,A1,A54,A55,663.0,844.0,-20.0
5,9.0,16.0,A1,A94,A49,605.0,773.0,9.0
5,5.0,27.0,A5,A154,A16,760.0,858.0,-20.0
5,12.0,2.0,A0,A28,A47,585.0,600.0,-4.0
5,12.0,27.0,A4,A85,A21,803.0,880.0,3.0
5,6.0,15.0,A5,A140,A19,671.0,785.0,0.0
5,5.0,1.0,A4,A155,A137,647.0,700.0,-2.0
5,10.0,29.0,A8,A123,A141,1385.0,1439.0,0.0
5,7.0,5.0,A2,A7,A8,944.0,,-4.0
5,11.0,8.0,A2,A9,A88,979.0,1046.0,-15.0
5,8.0,25.0,A1,A52,A28,424.0,599.0,-21.0
5,12.0,17.0,A0,,A79,970.0,1110.0,44.0
5,8.0,20.0,A4,A28,A159,735.0,785.0,-6.0
5,1.0,23.0,A12,A86,A44,1043.0,1216.0,11.0
5,12.0,18.0,A6,A16,A18,1140.0,1240.0,37.0
5,10.0,13.0,A2,A121,A106,1139.0,1269.0,-17.0
5,2.0,21.0,A1,A10,A15,1015.0,1226.0,33.0
5,8.0,9.0,A3,A6,A4,615.0,840.0,-2.0
5,10.0,12.0,A8,A123,A76,870.0,1037.0,-14.0
5,7.0,29.0,A0,A65,A80,960.0,1015.0,22.0
5,11.0,30.0,A3,A9,A71,820.0,863.0,-13.0
5,8.0,9.0,A0,A51,A11,785.0,945.0,-28.0
5,5.0,3.0,A0,A45,A160,515.0,615.0,-12.0
5,4.0,7.0,A0,A28,A88,835.0,1150.0,4.0
5,6.0,29.0,A6,,A110,580.0,,10.0
5,7.0,18.0,A0,A0,A45,1085.0,1180.0,17.0
5,9.0,21.0,A3,A119,A19,455.0,593.0,-10.0
5,2.0,13.0,A2,A52,A29,945.0,1067.0,27.0
5,8.0,11.0,A6,A12,A16,729.0,,-3.0
5,5.0,1.0,A12,A6,A39,886.0,1127.0,-5.0
5,2.0,26.0,A4,A156,A21,1093.0,1150.0,84.0
5,12.0,19.0,A0,A16,A37,615.0,745.0,-16.0
5,8.0,31.0,A3,A6,A161,628.0,824.0,6.0
5,8.0,2.0,A4,A81,A16,360.0,,808.0
5,3.0,1.0,A8,,A35,410.0,549.0,-10.0
5,3.0,16.0,A3,A70,A8,416.0,497.0,-28.0
5,1.0,15.0,A2,A10,A52,998.0,1144.0,37.0
5,9.0,25.0,A0,A28,A60,645.0,1080.0,-5.0
5,6.0,15.0,A3,A157,A29,360.0,,-16.0
5,5.0,2.0,A12,A13,A15,965.0,1111.0,-16.0
5,11.0,15.0,A0,A45,A60,670.0,975.0,1.0
5,10.0,8.0,A8,A158,A162,850.0,910.0,-10.0
5,5.0,7.0,A12,A6,A0,540.0,643.0,-6.0
5,9.0,21.0,A12,A4,A163,1044.0,1224.0,-6.0
5,4.0,2.0,A6,A13,A18,1340.0,76.0,-4.0
5,4.0,15.0,A0,A81,A30,560.0,620.0,-5.0
5,3.0,28.0,A0,A66,A47,1240.0,1295.0,-10.0
5,11.0,1.0,A2,A48,A29,596.0,930.0,-5.0
5,6.0,15.0,A5,A97,A19,609.0,683.0,-5.0
5,1.0,11.0,A9,A4,A41,373.0,441.0,-14.0
5,8.0,9.0,A0,A56,A26,1295.0,1385.0,-10.0
5,12.0,25.0,A6,A56,A45,750.0,884.0,-9.0
5,1.0,17.0,A0,A81,A30,1220.0,1300.0,-36.0
5,9.0,28.0,A0,A51,A80,640.0,710.0,-12.0
5,1.0,7.0,A9,A66,A52,1392.0,,11.0
5,10.0,31.0,A0,A159,A164,740.0,810.0,222.0
5,4.0,25.0,A1,A52,A54,450.0,596.0,-9.0
5,9.0,30.0,A11,A31,A31,1377.0,1410.0,-10.0
5,6.0,26.0,A0,A0,A98,980.0,1045.0,51.0
5,4.0,18.0,A2,,A98,525.0,567.0,-9.0
5,11.0,2.0,A3,A85,A29,1084.0,1245.0,63.0
5,7.0,6.0,A0,A58,A21,985.0,1105.0,-15.0
5,10.0,6.0,A0,A32,A124,1025.0,1170.0,10.0
5,9.0,30.0,A4,A160,A52,500.0,567.0,-10.0
5,9.0,14.0,A5,,A165,1205.0,1260.0,-12.0
5,1.0,18.0,A4,,A53,1201.0,1265.0,-22.0
5,8.0,11.0,A4,A38,A21,603.0,820.0,5.0
5,7.0,15.0,A0,A4,A137,975.0,1050.0,-12.0
5,5.0,4.0,A2,A43,A8,1025.0,1099.0,-7.0
5,3.0,9.0,A1,,A55,1307.0,,
5,12.0,30.0,A2,A9,A166,775.0,768.0,90.0
5,11.0,11.0,A3,A95,A10,997.0,1225.0,86.0
5,3.0,14.0,A8,A7,A52,530.0,965.0,-9.0
5,5.0,22.0,A0,A56,A21,1230.0,1425.0,13.0
5,9.0,1.0,A0,A17,A74,555.0,635.0,8.0
5,10.0,25.0,A0,A161,A124,910.0,1070.0,-8.0
5,6.0,20.0,A6,A58,A19,924.0,1066.0,-8.0
5,9.0,21.0,A4,A4,A70,598.0,809.0,27.0
5,6.0,2.0,A0,A15,A35,545.0,,-19.0
5,4.0,14.0,A1,A16,A46,968.0,1126.0,-6.0
5,1.0,26.0,A7,A10,A18,880.0,1029.0,16.0
5,8.0,17.0,A6,A61,A16,690.0,761.0,-18.0
5,9.0,13.0,A2,A9,A167,1266.0,1321.0,-12.0
5,9.0,10.0,A3,A162,A16,464.0,,-2.0
5,10.0,20.0,A0,A145,A107,1005.0,1070.0,-15.0
5,7.0,21.0,A0,A37,A168,810.0,995.0,31.0
5,9.0,12.0,A5,A14,A80,655.0,729.0,2.0
5,8.0,8.0,A0,,A30,1005.0,1235.0,-7.0
5,1.0,27.0,A1,A52,A60,845.0,969.0,26.0
5,5.0,19.0,A10,A81,A137,1030.0,1205.0,117.0
5,6.0,23.0,A7,,A18,930.0,1039.0,-18.0
5,10.0,2.0,A9,A163,A153,895.0,1045.0,-1.0
5,10.0,18.0,A0,A164,A120,880.0,965.0,53.0
5,8.0,19.0,A6,A45,A19,985.0,1167.0,-5.0
5,8.0,28.0,A12,A13,A46,582.0,773.0,-6.0
5,2.0,9.0,A3,A9,A126,1013.0,1085.0,3.0
5,6.0,30.0,A2,A4,A8,655.0,982.0,1.0
5,6.0,2.0,A2,A165,A29,1177.0,1265.0,102.0
5,3.0,13.0,A0,A37,A45,1110.0,1220.0,-26.0
5,4.0,4.0,A0,A66,A26,495.0,585.0,-2.0
5,10.0,13.0,A1,A164,A156,841.0,1354.0,15.0
5,5.0,13.0,A11,A31,A31,1265.0,1298.0,-13.0
5,6.0,17.0,A6,A13,A0,1225.0,1380.0,-8.0
5,1.0,26.0,A2,A166,A29,550.0,675.0,1.0
5,5.0,22.0,A6,A60,A19,945.0,1057.0,96.0
5,10.0,1.0,A2,A167,A156,776.0,1058.0,6.0
5,6.0,19.0,A2,A168,A28,654.0,785.0,-18.0
5,3.0,19.0,A2,A9,A36,831.0,938.0,-3.0
5,7.0,22.0,A6,A6,A45,360.0,401.0,-3.0
5,6.0,19.0,A2,A24,A56,510.0,620.0,13.0
5,8.0,17.0,A4,A169,A23,1050.0,1133.0,-13.0
5,4.0,7.0,A3,A6,A169,881.0,953.0,-10.0
5,2.0,8.0,A13,,A21,1085.0,1133.0,0.0
5,6.0,13.0,A7,A60,A16,490.0,560.0,-12.0
5,10.0,24.0,A6,A170,A76,795.0,951.0,-9.0
5,5.0,14.0,A12,A6,A26,1275.0,1408.0,2.0
5,1.0,1.0,A6,A95,A19,970.0,1085.0,0.0
5,12.0,16.0,A13,A45,A19,1230.0,1403.0,-5.0
5,5.0,11.0,A0,A47,A79,955.0,1165.0,-6.0
5,6.0,8.0,A3,A171,A44,409.0,571.0,-21.0
5,5.0,2.0,A5,A13,A170,1020.0,1158.0,-16.0
5,12.0,24.0,A12,A34,A137,480.0,683.0,12.0
5,12.0,27.0,A2,A4,A60,1280.0,294.0,-6.0
5,7.0,27.0,A4,A11,A23,615.0,780.0,-7.0
5,10.0,5.0,A12,A172,A3,1020.0,1065.0,-17.0
5,10.0,16.0,A2,A92,A32,596.0,687.0,-6.0
5,9.0,21.0,A12,,A171,975.0,1150.0,-17.0
5,8.0,15.0,A3,A34,A72,1199.0,1332.0,-25.0
5,10.0,26.0,A3,A173,A112,450.0,585.0,-4.0
5,11.0,3.0,A5,A13,A151,909.0,1105.0,-19.0
5,6.0,16.0,A0,,A37,1025.0,1100.0,-7.0
5,6.0,8.0,A0,,A57,640.0,795.0,9.0
5,8.0,28.0,A2,A9,A137,591.0,722.0,21.0
5,8.0,29.0,A12,A34,A16,482.0,572.0,-13.0
5,7.0,18.0,A0,A23,A79,940.0,1130.0,-25.0
5,7.0,2.0,A6,,A49,685.0,824.0,13.0
5,7.0,23.0,A0,A35,A41,335.0,380.0,-14.0
5,12.0,8.0,A0,A95,A98,1075.0,1145.0,3.0
5,9.0,22.0,A0,A16,A78,510.0,655.0,-10.0
5,10.0,23.0,A6,A123,A42,405.0,763.0,-13.0
5,9.0,10.0,A6,A83,A19,425.0,567.0,-21.0
5,10.0,3.0,A2,A175,A124,375.0,550.0,2.0
5,10.0,20.0,A2,A176,A106,345.0,446.0,-14.0
5,1.0,24.0,A4,A177,A137,639.0,731.0,-20.0
5,4.0,23.0,A10,A7,A0,1210.0,1365.0,14.0
5,12.0,25.0,A6,A14,A16,310.0,453.0,-8.0
5,3.0,24.0,A6,A69,A0,1267.0,333.0,-21.0
5,2.0,11.0,A12,A6,A49,888.0,1077.0,0.0
5,3.0,6.0,A1,,A41,1212.0,1388.0,-19.0
5,2.0,16.0,A6,A4,A28,690.0,1199.0,-3.0
5,10.0,24.0,A2,A110,A172,1166.0,1240.0,2.0
5,3.0,17.0,A6,A66,A28,620.0,1098.0,-25.0
5,5.0,4.0,A7,A60,A29,570.0,646.0,-11.0
5,1.0,18.0,A12,,A16,500.0,865.0,3.0
5,9.0,6.0,A6,A60,A133,1210.0,1286.0,2.0
5,6.0,2.0,A7,A178,A18,730.0,811.0,-13.0
5,8.0,26.0,A2,A179,A29,1074.0,1265.0,-12.0
5,9.0,23.0,A0,A37,A168,1310.0,,
5,7.0,6.0,A0,A65,A80,960.0,1015.0,9.0
5,12.0,11.0,A0,A20,A56,830.0,950.0,1.0
5,11.0,2.0,A0,A58,A103,1090.0,1245.0,-14.0
5,4.0,2.0,A0,A46,A41,640.0,720.0,0.0
5,8.0,11.0,A0,A128,A30,1240.0,1270.0,0.0
5,10.0,11.0,A1,A63,A101,1120.0,1202.0,8.0
5,5.0,29.0,A7,A25,A18,780.0,899.0,-23.0
5,5.0,1.0,A0,A45,A45,830.0,880.0,-6.0
5,10.0,31.0,A2,A110,A146,1315.0,1421.0,-20.0
5,8.0,12.0,A6,A13,A0,910.0,1068.0,-42.0
5,10.0,8.0,A2,A110,A146,920.0,1036.0,-5.0
5,10.0,25.0,A4,A180,A124,750.0,908.0,-9.0
5,4.0,20.0,A0,A66,A27,1170.0,,
5,10.0,13.0,A12,A74,A120,670.0,751.0,-21.0
5,6.0,15.0,A0,A20,A74,930.0,1295.0,24.0
5,10.0,11.0,A0,A181,A173,430.0,560.0,-21.0
5,6.0,5.0,A9,A71,A55,1020.0,1091.0,21.0
5,9.0,22.0,A6,A14,A60,425.0,645.0,3.0
5,11.0,20.0,A2,A182,A29,944.0,1034.0,2.0
5,1.0,27.0,A10,,A137,1260.0,1340.0,-24.0
5,3.0,27.0,A0,A52,A14,625.0,815.0,-41.0
5,1.0,23.0,A4,A13,A39,660.0,830.0,71.0
5,9.0,21.0,A5,A14,A174,885.0,946.0,-16.0
5,4.0,26.0,A2,,A8,1014.0,1120.0,0.0
5,3.0,14.0,A7,A54,A18,815.0,914.0,13.0
5,10.0,18.0,A3,A183,A175,1002.0,1233.0,-11.0
5,3.0,8.0,A0,A4,A160,1310.0,1375.0,
5,1.0,18.0,A6,A15,A19,359.0,420.0,4.0
5,6.0,27.0,A3,A84,A44,550.0,631.0,4.0
5,6.0,15.0,A3,A9,A176,899.0,964.0,31.0
5,2.0,23.0,A2,A107,A29,1079.0,1223.0,-23.0
5,7.0,30.0,A3,A9,A151,965.0,1109.0,70.0
5,11.0,12.0,A5,A13,A115,521.0,640.0,48.0
5,10.0,30.0,A2,A184,A106,1040.0,,-13.0
5,7.0,13.0,A2,A43,A29,425.0,608.0,6.0
5,10.0,4.0,A5,A185,A112,1156.0,1160.0,-6.0
5,4.0,23.0,A6,A5,A56,1105.0,1304.0,2.0
5,12.0,25.0,A3,A101,A52,570.0,681.0,-20.0
5,4.0,27.0,A4,A56,A137,630.0,734.0,-10.0
5,3.0,10.0,A7,A10,A78,690.0,785.0,-16.0
5,12.0,1.0,A4,A76,A44,1140.0,1235.0,115.0
5,9.0,14.0,A2,A25,A79,690.0,877.0,-43.0
5,2.0,15.0,A7,A52,A39,1120.0,1266.0,-2.0
5,10.0,22.0,A6,,A89,1035.0,1119.0,30.0
5,12.0,7.0,A0,A7,A88,495.0,835.0,-7.0
5,12.0,7.0,A6,A30,A45,730.0,,-8.0
5,11.0,4.0,A2,A9,A8,1150.0,1253.0,-11.0
5,9.0,29.0,A0,,A79,755.0,935.0,-14.0
5,7.0,8.0,A13,A76,A19,1000.0,1085.0,20.0
5,5.0,14.0,A12,A52,A10,545.0,720.0,-12.0
5,11.0,17.0,A0,A11,A45,830.0,960.0,33.0
5,5.0,20.0,A0,,A26,1335.0,1425.0,0.0
5,11.0,3.0,A9,A9,A49,960.0,1042.0,8.0
5,6.0,17.0,A2,A7,A52,345.0,774.0,-14.0
5,7.0,25.0,A0,A66,A137,700.0,795.0,40.0
5,2.0,1.0,A0,A0,A79,1090.0,1255.0,27.0
5,9.0,29.0,A2,A174,A29,360.0,510.0,-3.0
5,8.0,18.0,A0,A28,A15,850.0,915.0,-12.0
5,10.0,6.0,A3,A176,A175,1015.0,,-20.0
5,2.0,14.0,A3,,A29,566.0,680.0,1.0
5,8.0,12.0,A3,A24,A10,703.0,816.0,14.0
5,3.0,17.0,A0,A15,A30,360.0,,-11.0
5,3.0,29.0,A0,A66,A80,590.0,885.0,-20.0
5,10.0,4.0,A1,A187,A156,1195.0,1271.0,104.0
5,1.0,19.0,A9,A14,A15,514.0,587.0,-12.0
5,5.0,5.0,A5,A96,A16,910.0,933.0,5.0
5,8.0,3.0,A12,,A16,1061.0,1270.0,1.0
5,7.0,14.0,A0,A16,A74,615.0,650.0,-5.0
5,7.0,31.0,A10,A30,A103,1045.0,1375.0,-4.0
5,9.0,13.0,A4,A188,A23,1060.0,1162.0,-12.0
5,7.0,10.0,A12,A13,A19,545.0,693.0,-19.0
5,9.0,23.0,A4,A68,A21,793.0,1005.0,3.0
5,4.0,7.0,A5,A154,A16,370.0,473.0,-25.0
5,3.0,30.0,A1,A189,A28,667.0,839.0,57.0
5,8.0,25.0,A0,A37,A160,1115.0,1270.0,-13.0
5,4.0,12.0,A0,A2,A47,910.0,985.0,-1.0
5,7.0,8.0,A2,A56,A8,510.0,845.0,-14.0
5,6.0,5.0,A2,A12,A84,1180.0,1335.0,-9.0
5,2.0,6.0,A3,A13,A177,467.0,608.0,-19.0
5,7.0,3.0,A5,A13,A150,1059.0,1142.0,-18.0
5,7.0,13.0,A12,A6,A0,1068.0,1159.0,27.0
5,3.0,23.0,A2,A9,A59,920.0,1028.0,-16.0
5,6.0,7.0,A4,A7,A155,1319.0,1385.0,-9.0
5,1.0,13.0,A3,,A87,985.0,,-3.0
5,10.0,4.0,A0,A175,A107,455.0,530.0,-13.0
5,5.0,15.0,A0,A15,A39,760.0,995.0,21.0
5,7.0,2.0,A6,A18,A19,480.0,647.0,-6.0
5,10.0,3.0,A3,A190,A42,379.0,469.0,-5.0
5,9.0,15.0,A0,A58,A59,520.0,685.0,-3.0
5,8.0,9.0,A3,A191,A29,837.0,998.0,-7.0
5,2.0,5.0,A4,A82,A23,430.0,606.0,-13.0
5,2.0,22.0,A12,A83,A0,933.0,1109.0,16.0
5,11.0,16.0,A2,A9,A98,902.0,950.0,-15.0
5,7.0,17.0,A0,A192,A103,810.0,875.0,-7.0
5,4.0,23.0,A1,A66,A2,887.0,953.0,51.0
5,2.0,17.0,A0,A54,A4,1250.0,,6.0
5,7.0,30.0,A6,A14,A39,1130.0,1380.0,22.0
5,3.0,5.0,A3,A13,A170,819.0,949.0,-11.0
5,10.0,19.0,A0,,A178,640.0,770.0,-17.0
5,7.0,14.0,A4,A4,A15,925.0,977.0,132.0
5,6.0,12.0,A12,A13,A27,767.0,858.0,29.0
5,7.0,28.0,A2,A12,A60,1151.0,1360.0,-13.0
5,5.0,9.0,A12,A6,A0,1278.0,1384.0,1.0
5,10.0,15.0,A3,A193,A153,820.0,883.0,-6.0
5,9.0,8.0,A0,A15,A30,705.0,850.0,36.0
5,11.0,16.0,A5,A57,A19,313.0,379.0,-18.0
5,9.0,22.0,A5,A194,A16,375.0,447.0,-10.0
5,2.0,10.0,A5,A195,A16,394.0,490.0,-15.0
5,4.0,3.0,A3,A34,A130,883.0,963.0,22.0
5,9.0,24.0,A0,A10,A57,890.0,1040.0,-21.0
5,12.0,14.0,A0,A20,A41,770.0,855.0,-6.0
5,12.0,3.0,A13,A9,A9,525.0,645.0,-6.0
5,7.0,7.0,A5,A13,A151,551.0,749.0,-6.0
5,1.0,8.0,A2,A35,A29,390.0,,68.0
5,7.0,13.0,A12,A66,A137,654.0,760.0,-11.0
5,9.0,13.0,A5,A13,A179,704.0,876.0,1.0
5,12.0,9.0,A12,,A44,811.0,890.0,-4.0
5,12.0,29.0,A5,A85,A19,785.0,878.0,14.0
5,8.0,21.0,A0,A4,A57,1125.0,,
