x0,x1,x2,x3,x4,x5,x6,x7,y
5,1.0,28.0,A5,,A167,1190.0,1255.0,2.0
5,9.0,20.0,A3,A10,A10,779.0,870.0,-21.0
5,11.0,8.0,A0,,A49,385.0,545.0,-4.0
5,5.0,9.0,A4,A259,A21,514.0,533.0,102.0
5,10.0,2.0,A0,A106,A247,815.0,975.0,-12.0
5,6.0,18.0,A0,A51,A103,430.0,,-6.0
5,7.0,16.0,A2,A9,A171,1075.0,1187.0,5.0
5,1.0,15.0,A3,A6,A116,1055.0,1122.0,-2.0
5,1.0,14.0,A0,A0,A57,1200.0,1300.0,-10.0
5,8.0,22.0,A3,A48,A44,770.0,,19.0
5,11.0,28.0,A3,A95,A52,375.0,549.0,-18.0
5,1.0,28.0,A6,,A19,909.0,1020.0,-19.0
5,3.0,24.0,A12,,A137,683.0,,7.0
5,11.0,22.0,A0,A9,A49,1050.0,1135.0,-3.0
5,9.0,28.0,A11,A53,A31,424.0,,-2.0
5,5.0,17.0,A7,A60,A36,795.0,880.0,-12.0
5,10.0,19.0,A5,A205,A245,1080.0,1167.0,-3.0
5,5.0,12.0,A2,A9,A168,445.0,587.0,-14.0
5,7.0,27.0,A2,A35,A52,438.0,678.0,-15.0
5,7.0,2.0,A2,A65,A29,630.0,844.0,-18.0
5,2.0,10.0,A2,A52,A28,735.0,915.0,170.0
5,10.0,12.0,A0,A63,A447,405.0,485.0,-14.0
5,3.0,23.0,A0,A192,A103,965.0,1030.0,50.0
5,8.0,4.0,A12,A7,A44,345.0,725.0,11.0
5,4.0,4.0,A5,A14,A310,1100.0,1156.0,-20.0
5,3.0,17.0,A0,A0,A251,470.0,545.0,3.0
5,1.0,3.0,A12,A81,A44,481.0,634.0,37.0
5,9.0,25.0,A12,A19,A137,1167.0,1275.0,3.0
5,7.0,27.0,A6,A86,A5,1070.0,1249.0,50.0
5,8.0,9.0,A0,A35,A30,805.0,960.0,87.0
5,2.0,27.0,A0,A37,A98,660.0,,-14.0
5,5.0,2.0,A2,A56,A28,393.0,907.0,-13.0
5,11.0,24.0,A0,A45,A110,1130.0,1435.0,-1.0
5,2.0,7.0,A1,A10,A49,948.0,1148.0,13.0
5,5.0,24.0,A10,A4,A55,495.0,1010.0,-22.0
5,10.0,7.0,A12,A248,A3,330.0,544.0,-9.0
5,8.0,28.0,A2,A9,A284,1386.0,,
5,12.0,19.0,A3,A13,A167,739.0,850.0,-14.0
5,1.0,31.0,A0,A55,A98,615.0,715.0,0.0
5,4.0,12.0,A6,A4,A41,560.0,631.0,72.0
5,6.0,25.0,A8,A7,A21,660.0,885.0,0.0
5,5.0,21.0,A4,A14,A21,1217.0,,0.0
5,10.0,7.0,A2,A143,A188,920.0,1013.0,-22.0
5,3.0,20.0,A1,,A55,665.0,749.0,16.0
5,8.0,3.0,A0,A61,A62,1010.0,1035.0,91.0
5,1.0,18.0,A0,A16,A57,780.0,905.0,-5.0
5,9.0,25.0,A8,,A11,360.0,484.0,-6.0
5,5.0,15.0,A9,A24,A29,1135.0,1243.0,-1.0
5,4.0,5.0,A12,A13,A45,950.0,1067.0,-11.0
5,6.0,27.0,A0,A66,A157,1230.0,1305.0,-12.0
5,11.0,5.0,A13,A54,A111,1125.0,1265.0,-5.0
5,3.0,7.0,A13,A88,A41,520.0,615.0,-17.0
5,12.0,2.0,A0,A58,A142,565.0,720.0,-2.0
5,2.0,15.0,A2,A9,A39,1160.0,1266.0,-15.0
5,3.0,25.0,A13,A30,A44,544.0,889.0,9.0
5,3.0,15.0,A2,,A52,380.0,552.0,9.0
5,2.0,19.0,A12,A28,A44,873.0,1084.0,-5.0
5,3.0,20.0,A6,A6,A19,811.0,884.0,49.0
5,7.0,18.0,A3,,A20,1008.0,1101.0,270.0
5,11.0,12.0,A2,A12,A29,605.0,813.0,18.0
5,8.0,24.0,A5,A25,A167,1155.0,1290.0,37.0
5,11.0,5.0,A0,A166,A79,525.0,665.0,-8.0
5,8.0,15.0,A2,A25,A49,815.0,993.0,79.0
5,11.0,25.0,A0,A30,A41,1200.0,1290.0,19.0
5,8.0,22.0,A5,A100,A16,938.0,1020.0,6.0
5,12.0,23.0,A4,A7,A132,485.0,633.0,2.0
5,12.0,31.0,A1,A52,A111,675.0,856.0,34.0
5,6.0,9.0,A5,A148,A16,1030.0,1147.0,-6.0
5,4.0,23.0,A4,A160,A8,965.0,1005.0,6.0
5,9.0,25.0,A3,A119,A29,557.0,686.0,8.0
5,3.0,5.0,A9,,A49,1060.0,1201.0,136.0
5,12.0,28.0,A0,A0,A60,550.0,,41.0
5,4.0,1.0,A0,,A37,445.0,545.0,-16.0
5,9.0,28.0,A11,A304,A31,963.0,1015.0,-11.0
5,1.0,27.0,A4,A2,A0,609.0,705.0,-27.0
5,2.0,6.0,A0,A23,A37,885.0,1090.0,1.0
5,3.0,4.0,A12,A69,A327,890.0,1120.0,8.0
5,12.0,11.0,A2,A24,A29,615.0,744.0,-25.0
5,7.0,27.0,A9,,A16,904.0,986.0,-22.0
5,9.0,2.0,A6,A4,A45,1060.0,1156.0,-18.0
5,1.0,4.0,A2,A61,A29,660.0,747.0,-8.0
5,10.0,22.0,A4,A434,A3,777.0,810.0,100.0
5,12.0,2.0,A3,A149,A10,1164.0,1235.0,27.0
5,1.0,27.0,A0,A15,A73,635.0,715.0,-12.0
5,10.0,4.0,A2,A110,A82,1052.0,1135.0,20.0
5,3.0,2.0,A0,A192,A40,435.0,505.0,10.0
5,5.0,28.0,A0,A47,A0,710.0,805.0,-20.0
5,6.0,3.0,A11,A69,A137,825.0,1320.0,20.0
5,7.0,18.0,A0,A37,A56,860.0,1005.0,55.0
5,6.0,30.0,A3,A271,A29,720.0,822.0,0.0
5,4.0,4.0,A2,,A23,460.0,540.0,-1.0
5,6.0,22.0,A2,A24,A46,825.0,,14.0
5,12.0,19.0,A2,,A37,859.0,969.0,-7.0
5,7.0,28.0,A4,A45,A223,911.0,980.0,2.0
5,10.0,28.0,A2,A110,A448,986.0,1009.0,-3.0
5,8.0,1.0,A12,A52,A10,673.0,862.0,-2.0
5,12.0,1.0,A12,A13,A23,750.0,908.0,-23.0
5,8.0,13.0,A6,A10,A19,490.0,684.0,-28.0
5,1.0,23.0,A13,A28,A44,900.0,1115.0,-6.0
5,10.0,20.0,A2,,A153,420.0,880.0,-5.0
5,9.0,9.0,A4,A12,A113,675.0,740.0,-13.0
5,12.0,17.0,A4,A30,A145,749.0,849.0,-13.0
5,6.0,29.0,A0,,A0,485.0,570.0,5.0
5,4.0,26.0,A1,,A28,1255.0,1343.0,-17.0
5,9.0,29.0,A3,A88,A46,798.0,895.0,-18.0
5,10.0,18.0,A3,A415,A42,480.0,,-16.0
5,10.0,2.0,A2,A98,A106,705.0,818.0,-9.0
5,8.0,16.0,A0,A249,A26,625.0,700.0,-6.0
5,9.0,20.0,A2,A9,A49,1015.0,1110.0,-7.0
5,8.0,6.0,A2,A9,A54,585.0,809.0,24.0
5,2.0,17.0,A12,A13,A137,1090.0,1259.0,-4.0
5,12.0,28.0,A12,A34,A29,1005.0,1167.0,88.0
5,6.0,1.0,A3,A12,A10,1189.0,1421.0,-1325.0
5,2.0,22.0,A12,,A10,1020.0,1210.0,-8.0
5,10.0,1.0,A5,,A280,596.0,708.0,-20.0
5,1.0,9.0,A4,A43,A16,795.0,848.0,-6.0
5,5.0,22.0,A8,A19,A132,1010.0,1143.0,11.0
5,12.0,23.0,A8,A7,A155,965.0,1023.0,-2.0
5,5.0,4.0,A6,A54,A19,669.0,775.0,-21.0
5,5.0,3.0,A3,A73,A16,1088.0,1200.0,12.0
5,12.0,1.0,A4,,A23,1043.0,1159.0,-1.0
5,11.0,27.0,A3,A6,A150,1275.0,1416.0,3.0
5,9.0,6.0,A9,A71,A219,405.0,492.0,-5.0
5,7.0,26.0,A6,A14,A144,640.0,661.0,-20.0
5,9.0,1.0,A5,A374,A19,936.0,1065.0,-27.0
5,2.0,6.0,A13,A45,A8,935.0,1108.0,-3.0
5,3.0,23.0,A1,A10,A5,899.0,1110.0,-8.0
5,1.0,17.0,A7,A270,A78,815.0,1009.0,-17.0
5,1.0,16.0,A4,A30,A350,523.0,608.0,52.0
5,1.0,27.0,A6,A6,A19,685.0,759.0,-20.0
5,5.0,14.0,A1,,A28,650.0,1168.0,-32.0
5,2.0,27.0,A8,A7,A11,970.0,1088.0,-2.0
5,7.0,1.0,A2,A104,A29,738.0,904.0,-12.0
5,7.0,19.0,A0,A43,A49,825.0,1050.0,-10.0
5,12.0,9.0,A0,A66,A103,535.0,815.0,-16.0
5,6.0,3.0,A1,,A216,1400.0,120.0,-7.0
5,8.0,5.0,A2,A23,A29,764.0,995.0,1.0
5,10.0,18.0,A0,A74,A173,1315.0,1410.0,-12.0
5,1.0,13.0,A4,A157,A21,806.0,877.0,284.0
5,7.0,22.0,A2,A9,A39,1240.0,1352.0,-15.0
5,4.0,5.0,A0,,A209,1185.0,,
5,1.0,22.0,A12,,A16,761.0,839.0,-23.0
5,11.0,12.0,A3,A168,A10,735.0,854.0,99.0
5,12.0,20.0,A4,A4,A8,1088.0,1437.0,-1372.0
5,12.0,10.0,A6,,A15,1275.0,1290.0,-9.0
5,8.0,6.0,A10,A17,A46,635.0,,49.0
5,1.0,2.0,A7,A81,A171,1185.0,1339.0,-17.0
5,9.0,18.0,A6,A40,A18,690.0,818.0,-16.0
5,11.0,30.0,A12,A45,A84,,288.0,12.0
5,5.0,9.0,A8,A7,A11,1305.0,1423.0,-2.0
5,5.0,17.0,A5,A197,A16,1180.0,1263.0,15.0
5,12.0,3.0,A0,,A37,1290.0,1375.0,
5,6.0,11.0,A4,A160,A29,400.0,510.0,-2.0
5,10.0,12.0,A0,A277,A108,540.0,655.0,6.0
5,4.0,22.0,A6,,A9,570.0,1044.0,-30.0
5,8.0,12.0,A3,A84,A16,1190.0,1205.0,-13.0
5,4.0,28.0,A7,,A18,835.0,916.0,-14.0
5,10.0,30.0,A0,A198,A64,1170.0,1255.0,-6.0
5,7.0,3.0,A4,A13,A224,825.0,955.0,106.0
5,1.0,29.0,A2,A178,A29,780.0,860.0,-14.0
5,12.0,8.0,A0,A30,A0,540.0,,-11.0
5,3.0,12.0,A0,A4,A41,775.0,835.0,13.0
5,8.0,31.0,A3,A9,A440,725.0,805.0,-12.0
5,1.0,15.0,A2,,A4,1160.0,1251.0,11.0
5,1.0,10.0,A12,A4,A137,966.0,1046.0,11.0
5,3.0,29.0,A0,A28,A41,520.0,590.0,15.0
5,9.0,30.0,A0,A20,A155,545.0,660.0,-19.0
5,1.0,13.0,A12,A6,A56,548.0,725.0,-16.0
5,1.0,21.0,A4,A29,A23,913.0,971.0,1.0
5,7.0,25.0,A3,A9,A194,942.0,937.0,-11.0
5,1.0,30.0,A3,A6,A230,770.0,868.0,-2.0
5,9.0,26.0,A2,A9,A100,596.0,,-3.0
5,1.0,8.0,A0,A58,A18,520.0,615.0,-4.0
5,1.0,1.0,A12,A19,A10,350.0,844.0,-35.0
5,1.0,7.0,A5,A62,A19,1064.0,1135.0,21.0
5,2.0,13.0,A4,A48,A260,668.0,760.0,-6.0
5,2.0,20.0,A6,A5,A0,540.0,755.0,28.0
5,8.0,23.0,A6,A25,A9,600.0,800.0,-32.0
5,2.0,25.0,A13,A45,A73,945.0,1089.0,43.0
5,3.0,21.0,A6,A35,A16,360.0,515.0,-8.0
5,1.0,12.0,A9,A55,A19,1169.0,1280.0,120.0
5,3.0,27.0,A7,,A98,1439.0,284.0,4.0
5,1.0,31.0,A3,A12,A110,937.0,1139.0,-10.0
5,2.0,15.0,A0,A9,A49,465.0,550.0,-9.0
5,4.0,7.0,A0,A2,A56,815.0,920.0,6.0
5,6.0,18.0,A2,A48,A21,831.0,920.0,-19.0
5,11.0,23.0,A12,A25,A21,721.0,874.0,-17.0
5,6.0,24.0,A5,,A16,631.0,652.0,-10.0
5,9.0,13.0,A3,A10,A111,1215.0,1332.0,25.0
5,7.0,2.0,A0,A95,A49,490.0,,-23.0
5,2.0,25.0,A4,,A57,645.0,981.0,-3.0
5,7.0,16.0,A6,A9,A18,1195.0,1274.0,-15.0
5,1.0,5.0,A3,,A29,1015.0,1176.0,139.0
5,5.0,14.0,A11,A69,A99,819.0,870.0,0.0
5,7.0,11.0,A0,A66,A137,1260.0,1355.0,2.0
5,4.0,28.0,A8,A31,A56,730.0,1250.0,-12.0
5,4.0,10.0,A0,A37,A36,535.0,670.0,-5.0
5,3.0,31.0,A11,A53,A31,373.0,,0.0
5,4.0,5.0,A0,,A29,470.0,645.0,-12.0
5,5.0,30.0,A7,A45,A18,85.0,392.0,-1.0
5,3.0,3.0,A12,,A137,689.0,823.0,-12.0
5,1.0,24.0,A8,A4,A56,1180.0,1340.0,-15.0
5,1.0,15.0,A6,A13,A9,1135.0,1378.0,-13.0
5,8.0,3.0,A6,A40,A39,850.0,1003.0,5.0
5,4.0,6.0,A4,A45,A181,869.0,1021.0,-22.0
5,9.0,13.0,A2,A86,A29,1170.0,1307.0,-5.0
5,3.0,19.0,A6,A40,A44,420.0,541.0,-17.0
5,4.0,29.0,A0,A2,A41,930.0,1010.0,-4.0
5,12.0,28.0,A2,A12,A21,1051.0,1126.0,-19.0
5,4.0,17.0,A12,A14,A21,480.0,550.0,88.0
5,12.0,11.0,A0,A37,A23,1200.0,1355.0,7.0
5,5.0,19.0,A0,A37,A79,1110.0,1330.0,4.0
5,5.0,31.0,A0,A16,A45,1125.0,1230.0,-29.0
5,7.0,17.0,A12,,A10,975.0,,
5,9.0,29.0,A9,A6,A49,1075.0,1271.0,3.0
5,3.0,9.0,A7,A52,A18,1149.0,1270.0,-2.0
5,2.0,7.0,A0,A37,A29,385.0,560.0,-10.0
5,12.0,11.0,A2,A9,A137,1265.0,1414.0,-3.0
5,12.0,23.0,A0,A9,A79,580.0,670.0,16.0
5,1.0,19.0,A9,A71,A5,756.0,920.0,-2.0
5,1.0,21.0,A12,A66,A44,904.0,1207.0,-17.0
5,6.0,15.0,A12,A45,A41,674.0,729.0,30.0
5,2.0,15.0,A5,A14,A309,1250.0,1348.0,32.0
5,6.0,9.0,A4,A4,A11,870.0,956.0,-6.0
5,12.0,11.0,A5,A13,A283,1214.0,1268.0,-7.0
5,1.0,9.0,A12,A4,A49,585.0,1050.0,-7.0
5,5.0,16.0,A7,A13,A18,835.0,1018.0,0.0
5,12.0,9.0,A0,A38,A86,765.0,870.0,-7.0
5,7.0,19.0,A5,,A19,374.0,474.0,-14.0
5,6.0,2.0,A0,A37,A45,1000.0,1105.0,-18.0
5,8.0,3.0,A6,A9,A78,1185.0,1310.0,24.0
5,6.0,16.0,A4,A45,A417,1335.0,1390.0,7.0
5,4.0,15.0,A5,A25,A4,910.0,1025.0,-21.0
5,10.0,5.0,A2,A121,A106,370.0,499.0,-12.0
5,7.0,30.0,A3,A9,A312,605.0,659.0,18.0
5,4.0,27.0,A0,A20,A53,1255.0,1315.0,33.0
5,4.0,2.0,A6,A14,A98,820.0,927.0,-17.0
5,2.0,2.0,A4,A6,A115,777.0,990.0,-8.0
5,8.0,16.0,A6,A40,A49,1030.0,1100.0,8.0
5,12.0,24.0,A2,A197,A29,780.0,932.0,275.0
5,12.0,7.0,A0,A20,A47,1165.0,1240.0,31.0
5,9.0,28.0,A12,,A46,660.0,850.0,-21.0
5,10.0,6.0,A0,A204,A107,385.0,515.0,-19.0
5,10.0,23.0,A6,A32,A50,730.0,1033.0,-7.0
5,10.0,1.0,A5,,A303,900.0,1006.0,20.0
5,11.0,9.0,A2,A9,A116,1174.0,1262.0,-1.0
5,6.0,14.0,A5,A9,A46,575.0,720.0,-9.0
5,1.0,10.0,A2,A9,A187,580.0,641.0,-8.0
5,12.0,3.0,A5,A13,A38,707.0,863.0,-4.0
5,3.0,26.0,A12,A56,A137,1014.0,1109.0,3.0
5,5.0,10.0,A3,A12,A315,944.0,1010.0,-6.0
5,8.0,6.0,A6,A4,A18,525.0,1005.0,46.0
5,11.0,9.0,A2,,A29,430.0,545.0,1.0
5,1.0,4.0,A2,A5,A86,975.0,1185.0,2.0
5,12.0,18.0,A9,A16,A111,933.0,1084.0,-1.0
5,7.0,28.0,A6,A52,A39,1215.0,1363.0,73.0
5,9.0,26.0,A6,A86,A49,965.0,1123.0,0.0
5,10.0,9.0,A4,,A139,827.0,999.0,-6.0
5,7.0,27.0,A13,A55,A21,795.0,909.0,-17.0
5,2.0,24.0,A10,A25,A103,700.0,895.0,22.0
5,10.0,6.0,A0,A204,A105,1130.0,1295.0,-8.0
5,4.0,21.0,A6,A48,A19,359.0,580.0,54.0
5,1.0,30.0,A5,,A16,940.0,957.0,28.0
5,8.0,1.0,A6,,A8,1439.0,296.0,-15.0
5,3.0,28.0,A0,A24,A30,955.0,970.0,307.0
5,2.0,22.0,A0,A2,A15,520.0,610.0,-16.0
5,12.0,14.0,A6,A86,A0,975.0,1167.0,8.0
5,9.0,28.0,A0,,A160,520.0,615.0,-1.0
5,12.0,10.0,A3,A153,A44,422.0,486.0,11.0
5,1.0,10.0,A6,,A19,566.0,890.0,3.0
5,11.0,20.0,A2,A9,A147,955.0,1033.0,-12.0
5,7.0,2.0,A4,A82,A137,538.0,626.0,-25.0
5,6.0,8.0,A2,A10,A46,390.0,464.0,15.0
5,1.0,17.0,A0,A45,A56,800.0,915.0,7.0
5,2.0,19.0,A2,A9,A406,615.0,714.0,10.0
5,3.0,27.0,A7,A7,A45,1075.0,1240.0,12.0
5,1.0,15.0,A5,A374,A19,978.0,1115.0,-2.0
5,2.0,22.0,A0,,A110,755.0,915.0,-10.0
5,5.0,13.0,A3,A291,A29,631.0,785.0,-7.0
5,3.0,24.0,A2,A10,A46,390.0,,2.0
5,5.0,2.0,A3,A13,A20,745.0,801.0,-17.0
5,8.0,15.0,A0,A35,A103,950.0,1005.0,-3.0
5,7.0,1.0,A4,A155,A56,390.0,420.0,-25.0
5,3.0,20.0,A5,A14,A167,685.0,750.0,27.0
5,4.0,19.0,A4,A45,A362,1158.0,,14.0
5,2.0,13.0,A3,A9,A182,970.0,1014.0,-12.0
5,4.0,3.0,A3,A9,A118,579.0,623.0,-8.0
5,11.0,18.0,A1,A66,A55,815.0,1286.0,2.0
5,1.0,3.0,A12,,A137,794.0,960.0,15.0
5,9.0,18.0,A8,A19,A119,1375.0,100.0,-7.0
5,2.0,27.0,A4,A48,A144,1200.0,1313.0,-12.0
5,6.0,28.0,A0,A37,A15,690.0,820.0,-18.0
5,2.0,16.0,A6,A188,A19,1048.0,1215.0,-1.0
5,8.0,29.0,A10,A4,A137,1035.0,1105.0,-8.0
5,6.0,5.0,A3,A61,A10,390.0,483.0,-8.0
5,4.0,20.0,A0,,A74,505.0,540.0,-9.0
5,11.0,6.0,A6,A28,A37,589.0,964.0,2.0
5,6.0,13.0,A0,A37,A62,365.0,445.0,-16.0
5,10.0,17.0,A3,,A319,924.0,962.0,-5.0
5,3.0,17.0,A0,A65,A15,1090.0,1155.0,-31.0
5,2.0,7.0,A12,,A44,514.0,627.0,-21.0
5,4.0,3.0,A4,A200,A21,1074.0,1268.0,0.0
5,8.0,2.0,A1,A25,A192,810.0,997.0,-6.0
5,5.0,20.0,A2,A30,A52,540.0,993.0,-25.0
5,12.0,10.0,A0,A66,A67,1140.0,1410.0,17.0
5,7.0,1.0,A0,,A80,930.0,1010.0,68.0
5,10.0,10.0,A2,A44,A124,842.0,980.0,-15.0
5,4.0,24.0,A0,A15,A21,540.0,630.0,49.0
5,4.0,11.0,A12,A6,A74,1160.0,1228.0,23.0
5,9.0,9.0,A2,A9,A194,1155.0,1151.0,31.0
5,6.0,30.0,A1,A55,A28,582.0,749.0,-9.0
5,3.0,12.0,A5,A13,A209,500.0,616.0,-9.0
5,5.0,7.0,A1,A10,A79,390.0,582.0,-12.0
5,5.0,11.0,A7,A45,A45,1100.0,1151.0,-3.0
5,7.0,19.0,A0,A26,A49,725.0,885.0,-31.0
5,3.0,21.0,A3,A6,A123,440.0,636.0,6.0
5,8.0,6.0,A2,A54,A29,760.0,855.0,13.0
5,7.0,6.0,A11,A133,A31,1143.0,1176.0,-10.0
5,2.0,16.0,A3,A293,A29,874.0,1073.0,26.0
5,1.0,15.0,A7,A28,A10,585.0,982.0,41.0
5,1.0,11.0,A0,A51,A30,1060.0,1200.0,-1.0
5,4.0,12.0,A5,A5,A39,655.0,743.0,-35.0
5,10.0,29.0,A0,A303,A134,1165.0,1315.0,-18.0
5,12.0,2.0,A3,,A111,1201.0,1301.0,52.0
5,1.0,3.0,A12,,A21,1145.0,1270.0,29.0
5,10.0,5.0,A6,A41,A190,1310.0,1378.0,-12.0
5,7.0,6.0,A3,A60,A10,423.0,530.0,20.0
5,12.0,25.0,A0,A16,A30,1155.0,1265.0,-19.0
5,3.0,4.0,A0,A28,A30,755.0,1020.0,-15.0
5,9.0,19.0,A2,A61,A0,446.0,,0.0
5,6.0,7.0,A5,A14,A186,525.0,578.0,-16.0
5,12.0,29.0,A2,A23,A29,495.0,673.0,-25.0
5,11.0,23.0,A3,A148,A44,363.0,487.0,9.0
5,8.0,16.0,A12,A52,A44,1130.0,1228.0,2.0
5,4.0,26.0,A4,A435,A8,915.0,984.0,-18.0
5,10.0,28.0,A3,A416,A153,671.0,795.0,-24.0
5,3.0,5.0,A6,A13,A56,1250.0,1405.0,-12.0
5,9.0,4.0,A1,A10,A56,420.0,601.0,-17.0
5,3.0,29.0,A1,A52,A151,705.0,883.0,-14.0
5,4.0,24.0,A6,A28,A9,805.0,1236.0,-1114.0
5,8.0,24.0,A1,A320,A28,554.0,622.0,-9.0
5,10.0,24.0,A11,A80,A449,1106.0,,-11.0
5,4.0,27.0,A8,A7,A15,525.0,685.0,0.0
5,6.0,6.0,A3,A37,A52,520.0,649.0,-19.0
5,9.0,2.0,A4,A48,A278,590.0,675.0,-10.0
5,5.0,8.0,A9,A66,A16,,370.0,51.0
5,8.0,2.0,A0,A38,A35,830.0,905.0,55.0
5,4.0,13.0,A2,A55,A29,875.0,985.0,-20.0
5,10.0,6.0,A2,A123,A106,380.0,841.0,-2.0
5,11.0,18.0,A12,A4,A137,578.0,689.0,-21.0
5,3.0,18.0,A1,A10,A39,1161.0,1260.0,52.0
5,10.0,7.0,A0,A296,A258,910.0,960.0,3.0
5,3.0,14.0,A6,A15,A19,359.0,420.0,0.0
5,11.0,25.0,A0,A132,A30,330.0,430.0,-4.0
5,8.0,27.0,A4,A48,A56,495.0,564.0,-7.0
5,4.0,21.0,A1,A5,A123,460.0,,6.0
5,2.0,16.0,A8,,A56,480.0,744.0,-12.0
5,7.0,23.0,A3,A203,A44,1157.0,1238.0,-22.0
5,5.0,11.0,A10,A17,A46,810.0,1055.0,27.0
5,9.0,18.0,A4,A13,A29,555.0,732.0,9.0
5,1.0,21.0,A7,A10,A78,1170.0,1261.0,13.0
5,8.0,23.0,A1,A52,A46,587.0,,-15.0
5,8.0,18.0,A8,A7,A155,1390.0,,
5,12.0,4.0,A3,A150,A44,997.0,1085.0,-19.0
5,5.0,29.0,A0,A15,A15,545.0,630.0,21.0
5,6.0,18.0,A3,A24,A149,608.0,695.0,-16.0
5,6.0,18.0,A6,,A0,545.0,641.0,9.0
5,3.0,22.0,A7,A38,A45,970.0,1080.0,7.0
5,1.0,28.0,A2,A65,A29,988.0,1183.0,-12.0
5,10.0,5.0,A2,A334,A106,1414.0,409.0,1.0
5,4.0,19.0,A3,A13,A98,723.0,,-8.0
5,11.0,1.0,A12,A34,A59,504.0,696.0,-16.0
5,2.0,25.0,A0,A197,A103,965.0,1070.0,1.0
5,4.0,27.0,A0,A51,A39,550.0,760.0,-7.0
5,8.0,21.0,A2,A9,A167,660.0,709.0,-12.0
5,6.0,29.0,A0,,A84,1320.0,,
5,5.0,10.0,A7,A60,A55,690.0,,52.0
5,12.0,19.0,A4,A29,A21,1051.0,1142.0,-9.0
5,6.0,9.0,A2,A7,A23,780.0,960.0,-14.0
5,9.0,29.0,A12,A48,A44,837.0,1080.0,-1.0
5,9.0,1.0,A5,A0,A16,943.0,1053.0,-21.0
5,8.0,15.0,A2,A52,A52,830.0,1009.0,-15.0
5,4.0,22.0,A4,A48,A343,660.0,720.0,-13.0
5,8.0,22.0,A6,A14,A46,602.0,870.0,-35.0
5,8.0,5.0,A6,A81,A9,1220.0,1370.0,18.0
5,6.0,8.0,A2,A99,A29,415.0,477.0,-16.0
5,5.0,3.0,A6,A14,A45,1030.0,1078.0,-2.0
5,7.0,2.0,A3,A88,A8,450.0,505.0,-6.0
5,11.0,2.0,A6,A72,A19,355.0,673.0,-18.0
5,1.0,19.0,A3,,A46,988.0,1170.0,30.0
5,10.0,6.0,A1,A338,A101,1095.0,1278.0,-10.0
5,8.0,25.0,A2,A9,A21,495.0,560.0,5.0
5,8.0,20.0,A2,,A88,732.0,,-5.0
5,7.0,18.0,A2,A56,A8,385.0,724.0,-19.0
5,1.0,7.0,A3,A197,A10,589.0,795.0,-27.0
5,4.0,29.0,A6,A14,A46,640.0,914.0,-15.0
5,7.0,20.0,A5,A226,A46,370.0,484.0,7.0
5,10.0,28.0,A5,,A355,1290.0,1350.0,21.0
5,2.0,14.0,A5,A9,A46,385.0,510.0,-9.0
5,2.0,20.0,A3,A9,A283,1235.0,1277.0,65.0
5,2.0,2.0,A2,A4,A23,983.0,1155.0,15.0
5,6.0,18.0,A3,A9,A149,631.0,758.0,-19.0
5,4.0,8.0,A0,A2,A47,1255.0,,-5.0
5,2.0,1.0,A5,A76,A19,1040.0,1145.0,88.0
5,5.0,1.0,A4,,A21,799.0,897.0,26.0
5,5.0,31.0,A4,A43,A16,1006.0,1060.0,58.0
5,2.0,13.0,A12,A34,A74,1220.0,1372.0,-5.0
5,8.0,20.0,A0,A86,A49,695.0,850.0,17.0
5,4.0,3.0,A2,A48,A45,690.0,726.0,-6.0
5,6.0,7.0,A8,,A47,420.0,575.0,-10.0
5,11.0,16.0,A0,A249,A41,720.0,775.0,40.0
5,7.0,13.0,A6,A81,A55,510.0,,-14.0
5,5.0,8.0,A0,A17,A57,625.0,710.0,-6.0
5,8.0,31.0,A5,A25,A52,419.0,527.0,68.0
5,10.0,14.0,A0,A233,A125,990.0,1140.0,-13.0
5,10.0,28.0,A4,A32,A314,1025.0,1127.0,-9.0
5,10.0,7.0,A12,A1,A139,625.0,782.0,1.0
5,1.0,9.0,A4,A48,A301,471.0,533.0,7.0
5,5.0,12.0,A0,A54,A67,1050.0,1155.0,-5.0
5,2.0,19.0,A2,A9,A44,561.0,640.0,1.0
5,10.0,16.0,A1,A44,A156,750.0,,13.0
5,1.0,6.0,A2,A24,A5,1075.0,1265.0,-17.0
5,8.0,4.0,A3,A73,A19,1191.0,1270.0,1.0
5,11.0,1.0,A0,A88,A45,470.0,635.0,-45.0
5,11.0,23.0,A0,A86,A45,710.0,920.0,-8.0
5,6.0,9.0,A8,,A56,660.0,810.0,6.0
5,4.0,9.0,A7,A28,A86,1015.0,1177.0,5.0
5,6.0,7.0,A4,A6,A84,975.0,1178.0,16.0
5,10.0,24.0,A2,A436,A106,1092.0,1200.0,13.0
5,6.0,23.0,A3,A9,A211,930.0,1020.0,-1.0
5,8.0,20.0,A9,A66,A29,1410.0,388.0,7.0
5,12.0,18.0,A6,A28,A35,895.0,915.0,-1.0
5,2.0,8.0,A4,A6,A45,870.0,985.0,-17.0
5,12.0,29.0,A2,A86,A52,345.0,448.0,-3.0
5,5.0,19.0,A4,A162,A29,660.0,826.0,-6.0
5,8.0,2.0,A3,A293,A8,951.0,997.0,26.0
5,12.0,27.0,A6,A56,A78,1350.0,390.0,14.0
5,8.0,1.0,A2,A9,A45,687.0,733.0,-3.0
5,12.0,26.0,A3,A236,A29,816.0,953.0,-4.0
5,7.0,18.0,A3,A34,A338,725.0,781.0,-5.0
