Zip,Total Population,Total Population of One Race,White,Black or African American,American Indian and Alaska Native,Total Asian,Asian Indian,Chinese,Filipino,Japanese,Korean,Vietnamese,Other Asian,Total NHOPI,Native Hawaiian,Guamanian or Chamorro,Samoan,Other Pacific Islander,Some Other Race,Total Population of Two or More Races
ZCTA5 95659,702,672,562,6,1,26,11,0,3,0,0,0,12,1,0,1,0,0,76,30
ZCTA5 95660,30714,28403,18976,3447,426,1462,91,54,481,108,37,96,595,228,31,27,54,116,3864,2311
ZCTA5 95661,29791,28530,24704,535,196,1957,414,349,465,178,175,148,228,65,20,13,12,20,1073,1261
ZCTA5 95662,31558,30153,27589,429,302,949,150,185,265,117,71,76,85,71,20,25,3,23,813,1405
ZCTA5 95663,2377,2306,2140,13,44,53,0,3,4,39,4,0,3,6,4,2,0,0,50,71
ZCTA5 95664,1380,1328,1285,9,16,6,0,2,1,3,0,0,0,0,0,0,0,0,12,52
ZCTA5 95665,4426,4257,4027,44,63,27,0,3,8,3,9,1,3,11,3,5,1,2,85,169
ZCTA5 95666,5336,5188,4945,13,100,42,2,15,14,4,1,2,4,14,4,1,1,8,74,148
ZCTA5 95667,36726,35383,32752,168,593,392,43,81,112,73,15,13,55,56,20,16,3,17,1422,1343
ZCTA5 95668,815,784,672,4,9,38,18,1,0,1,0,1,17,0,0,0,0,0,61,31
ZCTA5 95669,2443,2359,2172,17,43,23,1,3,5,4,4,2,4,3,1,1,1,0,101,84
ZCTA5 95670,52973,49613,33926,4654,528,5666,1017,718,1379,296,675,686,895,423,31,52,76,264,4416,3360
ZCTA5 95672,4773,4617,4289,39,42,141,29,18,31,18,8,13,24,16,6,0,0,10,90,156
ZCTA5 95673,15455,14611,11909,366,241,713,65,18,99,37,5,35,454,62,6,13,7,36,1320,844
ZCTA5 95674,935,908,660,8,18,64,17,3,7,3,3,0,31,1,0,0,0,1,157,27
ZCTA5 95675,381,343,326,0,5,4,0,0,1,3,0,0,0,0,0,0,0,0,8,38
ZCTA5 95677,23333,22299,19909,316,229,1018,151,156,239,150,84,100,138,64,15,15,9,25,763,1034
ZCTA5 95678,41192,39017,32158,772,418,2942,667,317,1093,188,159,232,286,132,39,39,9,45,2595,2175
ZCTA5 95679,55,55,52,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
ZCTA5 95680,146,140,88,0,3,3,0,0,1,2,0,0,0,0,0,0,0,0,46,6
ZCTA5 95681,1226,1169,1013,8,19,17,0,5,8,0,0,2,2,3,3,0,0,0,109,57
ZCTA5 95682,29114,27987,26136,188,377,564,85,126,143,56,81,21,52,52,19,9,2,22,670,1127
ZCTA5 95683,6180,5951,5381,169,44,187,31,24,42,33,23,4,30,15,1,1,9,4,155,229
ZCTA5 95684,3422,3268,3096,17,52,32,7,3,9,5,0,7,1,3,2,0,0,1,68,154
ZCTA5 95685,4680,4525,4289,20,52,76,8,10,28,8,6,5,11,5,1,0,0,4,83,155
ZCTA5 95686,1405,1356,725,53,3,72,0,0,66,1,0,4,1,6,1,0,5,0,497,49
ZCTA5 95687,65096,60362,41926,8193,639,4149,356,397,2367,307,178,222,322,399,116,147,87,49,5056,4734
ZCTA5 95688,34379,32264,25043,1496,277,1668,194,289,775,137,69,71,133,166,46,55,20,45,3614,2115
ZCTA5 95689,1244,1215,1176,6,13,13,6,1,5,0,0,0,1,0,0,0,0,0,7,29
ZCTA5 95690,2533,2441,1615,30,26,132,6,19,70,28,0,7,2,8,1,0,0,7,630,92
ZCTA5 95691,34737,31984,21383,1727,478,4109,839,859,1082,165,99,289,776,420,26,31,28,335,3867,2753
ZCTA5 95692,4769,4454,3733,46,88,240,21,14,69,9,11,0,116,7,4,0,0,3,340,315
ZCTA5 95693,6758,6437,5288,209,63,387,70,68,101,26,4,44,74,13,1,0,2,10,477,321
ZCTA5 95694,9156,8727,6478,77,83,100,5,14,31,26,1,5,18,16,5,6,2,3,1973,429
ZCTA5 95695,37946,36091,25613,494,548,1199,215,149,256,135,28,51,365,78,19,10,10,39,8159,1855
ZCTA5 95697,425,413,253,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,151,12
ZCTA5 95698,236,225,193,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,28,11
ZCTA5 95699,154,145,142,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,9
ZCTA5 95701,983,965,940,1,8,10,2,4,3,0,1,0,0,1,1,0,0,0,5,18
ZCTA5 95703,897,870,828,8,15,11,0,0,7,4,0,0,0,3,2,0,1,0,5,27
ZCTA5 95709,4772,4643,4295,12,52,44,2,9,9,12,3,0,9,4,0,0,4,0,236,129
ZCTA5 95713,9495,9124,8709,35,132,85,14,19,24,16,7,2,3,5,4,0,1,0,158,371
ZCTA5 95714,382,364,342,0,7,2,0,0,0,1,0,1,0,0,0,0,0,0,13,18
ZCTA5 95715,115,102,96,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ZCTA5 95717,231,227,213,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
ZCTA5 95720,157,143,126,1,3,6,0,0,1,0,5,0,0,3,0,0,0,3,4,14
ZCTA5 95721,37,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ZCTA5 95722,4585,4451,4330,4,24,45,3,8,11,9,8,1,5,6,0,5,1,0,42,134
ZCTA5 95724,27,23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ZCTA5 95726,8842,8575,8149,23,169,71,5,13,19,23,5,3,3,5,2,0,1,2,158,267
ZCTA5 95728,386,376,365,0,2,5,1,0,2,2,0,0,0,1,0,0,0,1,3,10
ZCTA5 95735,68,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ZCTA5 95736,240,229,170,10,0,23,0,3,12,0,7,0,1,9,4,0,0,5,17,11
ZCTA5 95742,7749,7257,3862,508,38,2499,566,368,798,27,161,213,366,63,4,4,7,48,287,492
ZCTA5 95746,21460,20642,18642,188,126,1432,418,377,148,180,70,101,138,27,9,8,0,10,227,818
ZCTA5 95747,51870,49209,40391,1196,321,5521,1381,576,2254,296,276,334,404,178,44,52,10,72,1602,2661
ZCTA5 95757,40222,37040,14251,5562,152,13699,1493,3374,4502,313,229,2029,1759,526,17,78,16,415,2850,3182
ZCTA5 95758,60435,55268,27438,8012,348,14358,1389,3619,4323,701,236,2023,2067,720,32,62,56,570,4392,5167
ZCTA5 95762,38797,37012,32080,584,172,3492,763,735,818,200,380,288,308,70,22,20,4,24,614,1785
ZCTA5 95765,33974,32139,27432,546,181,3112,691,509,822,264,250,229,347,86,15,21,13,37,782,1835
ZCTA5 95776,21902,20670,12554,397,238,2410,788,420,310,80,29,85,698,111,6,10,2,93,4960,1232
ZCTA5 95811,7595,7099,4609,986,139,826,33,491,98,44,35,42,83,37,9,4,6,18,502,496
ZCTA5 95814,9922,9367,6135,1360,188,923,111,430,137,55,41,37,112,27,11,4,2,10,734,555
ZCTA5 95815,24680,22892,12607,2917,422,2253,187,104,298,49,40,65,1510,256,18,13,87,138,4437,1788
ZCTA5 95816,15579,14697,12345,650,156,747,77,204,172,89,47,48,110,34,9,4,6,15,765,882
ZCTA5 95817,13534,12405,6926,2678,225,1053,65,222,188,57,56,79,386,38,15,4,4,15,1485,1129
ZCTA5 95818,19811,18511,12950,1663,219,2500,56,1446,140,383,43,120,312,98,11,6,3,78,1081,1300
ZCTA5 95819,17141,16286,14366,413,104,802,79,226,169,132,66,34,96,51,2,4,4,41,550,855
ZCTA5 95820,34480,31830,15946,4052,639,3762,67,468,423,140,93,345,2226,282,25,19,41,197,7149,2650
ZCTA5 95821,33550,31575,23598,2908,413,1575,110,266,364,158,108,76,493,212,25,12,22,153,2869,1975
ZCTA5 95822,42347,39353,16447,7395,516,8104,307,2667,765,1000,52,359,2954,881,36,17,35,793,6010,2994
ZCTA5 95823,73985,68383,19727,16989,713,16107,1225,1973,3113,262,46,2472,7016,2003,50,86,76,1791,12844,5602
ZCTA5 95824,30221,28492,9678,2904,433,8219,159,2003,385,62,19,1497,4094,425,22,13,47,343,6833,1729
ZCTA5 95825,31084,28904,18282,3919,328,2479,579,290,562,155,109,157,627,246,23,42,34,147,3650,2180
ZCTA5 95826,36628,33939,23049,3794,452,3469,278,485,899,379,377,457,594,202,29,33,31,109,2973,2689
ZCTA5 95827,20269,18639,12542,2433,188,1917,162,226,501,140,267,322,299,168,16,22,21,109,1391,1630
ZCTA5 95828,57862,54001,18677,8764,567,17956,1374,3108,2570,225,132,3864,6683,963,32,112,89,730,7074,3861
ZCTA5 95829,24755,23049,11267,2411,166,7271,1331,929,1356,176,234,2215,1030,251,16,18,26,191,1683,1706
ZCTA5 95830,934,900,597,39,8,165,34,22,24,3,1,38,43,8,1,0,0,7,83,34
ZCTA5 95831,41321,38403,18334,5672,332,11575,276,6211,862,2775,149,190,1112,311,34,21,9,247,2179,2918
ZCTA5 95832,11924,11015,2443,2721,88,3642,143,339,222,38,3,163,2734,531,3,8,43,477,1590,909
ZCTA5 95833,37293,34337,17684,5470,523,3671,685,472,1161,198,89,129,937,418,35,43,100,240,6571,2956
ZCTA5 95834,25899,23864,10271,4362,233,5403,1817,565,1383,106,105,338,1089,305,6,27,83,189,3290,2035
ZCTA5 95835,35936,33151,16249,4790,204,9191,2164,1704,2941,215,247,563,1357,402,31,55,44,272,2315,2785
ZCTA5 95837,315,305,267,5,2,22,2,2,3,4,0,8,3,0,0,0,0,0,9,10
ZCTA5 95838,36764,34197,13136,6734,538,6770,547,110,555,49,24,86,5399,917,42,19,276,580,6102,2567
ZCTA5 95841,19448,18115,13753,1974,255,886,110,104,186,65,68,195,158,112,23,18,20,51,1135,1333
ZCTA5 95842,31806,29290,19938,3662,354,1721,236,105,543,99,77,252,409,203,31,35,58,79,3412,2516
ZCTA5 95843,45048,41741,28711,4024,388,5989,1880,328,1780,125,192,817,867,390,40,98,47,205,2239,3307
ZCTA5 95864,22447,21527,18633,657,142,1228,164,359,211,141,121,111,121,53,11,4,6,32,814,920
ZCTA5 95901,31314,29088,20933,1164,671,2462,135,155,308,114,32,43,1675,98,22,34,11,31,3760,2226
ZCTA5 95903,1732,1593,1257,167,34,66,6,4,38,5,1,2,10,9,2,2,0,5,60,139
ZCTA5 95910,86,84,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ZCTA5 95912,4685,4515,2953,18,62,42,13,2,7,4,7,2,7,10,4,2,0,4,1430,170
ZCTA5 95914,578,548,515,7,11,1,0,0,1,0,0,0,0,0,0,0,0,0,14,30
ZCTA5 95915,44,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ZCTA5 95916,1441,1350,1262,8,52,12,2,0,8,1,0,0,1,4,2,0,0,2,12,91
ZCTA5 95917,3155,3037,2481,32,74,60,21,6,3,3,1,0,26,2,2,0,0,0,388,118
ZCTA5 95918,2339,2199,2014,15,48,68,14,5,4,7,10,1,27,0,0,0,0,0,54,140
ZCTA5 95919,1378,1291,1215,4,42,14,0,1,6,0,7,0,0,8,1,0,7,0,8,87
ZCTA5 95920,274,273,194,4,9,1,0,0,1,0,0,0,0,0,0,0,0,0,65,1
ZCTA5 95922,687,638,585,1,29,10,6,1,2,0,1,0,0,1,0,1,0,0,12,49
ZCTA5 95923,58,58,56,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ZCTA5 95925,295,261,234,9,8,0,0,0,0,0,0,0,0,4,3,0,0,1,6,34
ZCTA5 95926,37725,35774,30677,903,395,1599,118,261,144,175,87,46,768,94,12,22,16,44,2106,1951
ZCTA5 95928,36511,34821,29402,615,571,1584,154,252,189,99,72,102,716,78,29,15,16,18,2571,1690
ZCTA5 95930,69,64,61,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ZCTA5 95932,7718,7408,5288,61,212,100,29,14,24,17,5,4,7,44,7,6,0,31,1703,310
ZCTA5 95934,274,264,246,1,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,10
ZCTA5 95935,631,594,524,4,49,4,0,1,2,1,0,0,0,0,0,0,0,0,13,37
ZCTA5 95936,352,344,334,0,8,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8
ZCTA5 95937,1491,1403,922,111,25,18,8,0,8,1,0,0,1,5,0,0,4,1,322,88
ZCTA5 95938,3787,3684,3518,12,37,19,4,1,3,4,3,4,0,3,0,0,0,3,95,103
ZCTA5 95939,604,580,357,30,154,4,1,0,2,0,1,0,0,2,0,0,0,2,33,24
ZCTA5 95941,563,529,493,4,16,10,0,0,1,0,0,0,9,0,0,0,0,0,6,34
ZCTA5 95942,1301,1268,1228,8,7,4,0,1,1,0,2,0,0,1,0,1,0,0,20,33
ZCTA5 95943,879,845,781,0,1,9,0,0,1,1,0,0,7,0,0,0,0,0,54,34
ZCTA5 95944,46,46,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 95945,25199,24240,22868,87,352,321,64,89,43,50,12,10,53,21,7,3,0,11,591,959
ZCTA5 95946,9790,9476,9108,36,114,114,3,28,25,26,8,3,21,19,3,8,2,6,85,314
ZCTA5 95947,1899,1793,1533,4,204,15,0,0,6,1,8,0,0,1,0,0,0,1,36,106
ZCTA5 95948,10810,10283,7488,71,183,357,130,9,34,31,3,4,146,4,3,0,1,0,2180,527
ZCTA5 95949,19741,19146,18397,75,213,170,11,34,44,41,6,8,26,18,2,3,1,12,273,595
ZCTA5 95950,569,533,398,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,124,36
ZCTA5 95951,2601,2506,1223,23,27,46,8,0,0,0,0,0,38,0,0,0,0,0,1187,95
ZCTA5 95953,10718,10161,6281,143,166,1126,743,13,50,23,4,11,282,24,5,6,0,13,2421,557
ZCTA5 95954,12251,11714,11271,42,150,93,9,12,23,18,13,2,16,17,8,1,2,6,141,537
ZCTA5 95955,1517,1482,1043,13,25,15,2,0,2,1,2,0,8,2,0,0,0,2,384,35
ZCTA5 95956,401,391,374,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,3,10
ZCTA5 95957,761,726,564,2,19,18,8,0,1,0,0,0,9,0,0,0,0,0,123,35
ZCTA5 95959,17838,17250,16570,100,150,203,16,61,28,49,15,7,27,21,13,1,0,7,206,588
ZCTA5 95960,796,746,687,2,33,23,1,5,2,7,2,1,5,0,0,0,0,0,1,50
ZCTA5 95961,26510,24546,16588,938,641,1952,271,81,255,40,46,37,1222,166,18,75,35,38,4261,1964
ZCTA5 95962,1567,1505,1422,8,23,31,2,7,10,8,0,0,4,0,0,0,0,0,21,62
ZCTA5 95963,15493,14930,11370,97,253,317,55,23,42,14,3,7,173,10,5,0,0,5,2883,563
ZCTA5 95965,20384,19220,14909,366,754,2184,82,26,97,17,9,31,1922,73,22,7,37,7,934,1164
ZCTA5 95966,30643,28883,23841,794,1269,1681,44,50,123,29,11,22,1402,72,35,6,11,20,1226,1760
ZCTA5 95968,1412,1324,907,6,75,61,10,6,3,0,0,0,42,1,0,1,0,0,274,88
ZCTA5 95969,27549,26618,25368,122,320,352,26,77,81,49,57,18,44,32,24,4,0,4,424,931
ZCTA5 95970,530,518,401,0,11,2,0,0,1,1,0,0,0,1,1,0,0,0,103,12
ZCTA5 95971,5970,5707,5280,147,111,44,8,16,6,9,0,2,3,6,5,0,1,0,119,263
ZCTA5 95973,31957,30586,26828,427,477,1041,103,162,129,67,35,31,514,71,18,16,11,26,1742,1371
ZCTA5 95974,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 95975,1769,1708,1625,5,27,26,8,2,7,4,1,0,4,8,1,2,0,5,17,61
ZCTA5 95977,1678,1620,1502,1,40,23,6,1,1,6,3,1,5,0,0,0,0,0,54,58
ZCTA5 95978,143,127,120,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16
ZCTA5 95979,597,578,471,35,20,5,0,0,1,2,0,0,2,3,2,1,0,0,44,19
ZCTA5 95981,97,94,78,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
ZCTA5 95982,3221,3064,2779,17,55,32,8,2,2,13,1,1,5,1,1,0,0,0,180,157
ZCTA5 95983,428,411,392,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
ZCTA5 95984,120,117,113,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
ZCTA5 95986,162,157,149,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
ZCTA5 95987,5992,5801,3459,61,86,119,76,12,13,4,2,1,11,8,0,1,0,7,2068,191
ZCTA5 95988,8857,8543,6542,84,204,356,38,28,26,4,5,4,251,13,0,2,4,7,1344,314
ZCTA5 95991,40593,38005,25119,1030,584,3571,2464,136,316,127,70,70,388,163,20,100,12,31,7538,2588
ZCTA5 95993,36067,34220,20496,708,490,8776,7244,168,334,213,78,101,638,90,22,40,3,25,3660,1847
ZCTA5 96001,33865,32260,29561,398,920,713,114,96,135,67,52,18,231,50,17,9,8,16,618,1605
ZCTA5 96002,33298,31730,27799,374,799,1564,171,162,149,36,46,73,927,50,22,8,8,12,1144,1568
ZCTA5 96003,44461,42671,39123,456,918,1171,119,182,200,101,72,38,459,74,34,15,12,13,929,1790
ZCTA5 96006,557,544,499,3,9,2,0,0,1,1,0,0,0,0,0,0,0,0,31,13
ZCTA5 96007,22841,21743,19578,129,818,423,36,15,77,34,5,12,244,50,22,11,5,12,745,1098
ZCTA5 96008,1231,1201,1123,4,28,14,0,2,8,1,2,0,1,5,5,0,0,0,27,30
ZCTA5 96009,569,556,512,1,16,2,0,0,1,1,0,0,0,0,0,0,0,0,25,13
ZCTA5 96010,239,227,197,2,14,1,0,0,1,0,0,0,0,0,0,0,0,0,13,12
ZCTA5 96011,218,208,175,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
ZCTA5 96013,4212,4020,3566,21,288,15,1,1,6,2,2,1,2,2,1,0,0,1,128,192
ZCTA5 96014,211,195,185,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,2,16
ZCTA5 96015,465,453,418,2,17,1,0,0,0,0,0,0,1,0,0,0,0,0,15,12
ZCTA5 96016,366,354,342,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12
ZCTA5 96017,171,162,160,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ZCTA5 96019,10082,9576,8681,63,386,232,11,15,17,6,4,1,178,13,7,3,0,3,201,506
ZCTA5 96020,2416,2337,2215,11,47,21,8,3,9,0,1,0,0,5,2,0,1,2,38,79
ZCTA5 96021,16097,15449,11956,101,415,174,27,14,48,10,7,6,62,23,10,0,9,4,2780,648
ZCTA5 96022,15768,15165,14121,43,412,208,16,22,38,17,13,5,97,12,7,3,1,1,369,603
ZCTA5 96023,1240,1178,1032,19,19,6,0,0,5,1,0,0,0,8,3,0,5,0,94,62
ZCTA5 96024,1145,1092,1023,3,38,11,0,2,2,3,1,0,3,2,0,2,0,0,15,53
ZCTA5 96025,2310,2171,2018,52,35,17,7,3,0,0,2,1,4,4,3,0,1,0,45,139
ZCTA5 96027,2227,2069,1952,4,65,14,0,7,1,2,0,0,4,6,6,0,0,0,28,158
ZCTA5 96028,1464,1413,1249,1,66,7,0,0,1,5,0,0,1,2,0,0,0,2,88,51
ZCTA5 96029,124,122,106,0,1,3,0,1,2,0,0,0,0,2,1,0,0,1,10,2
ZCTA5 96031,158,151,112,0,37,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7
ZCTA5 96032,2407,2261,1965,40,192,13,2,2,0,0,2,0,7,0,0,0,0,0,51,146
ZCTA5 96033,432,406,373,3,18,3,0,3,0,0,0,0,0,1,1,0,0,0,8,26
ZCTA5 96034,294,273,249,2,10,2,0,1,0,0,1,0,0,0,0,0,0,0,10,21
ZCTA5 96035,3324,3195,2246,16,114,23,11,2,5,1,1,0,3,8,2,4,0,2,788,129
ZCTA5 96037,308,279,251,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,16,29
ZCTA5 96038,589,561,516,2,36,1,0,0,0,0,0,0,1,2,0,0,0,2,4,28
ZCTA5 96039,1251,1172,852,2,291,7,0,1,4,0,1,1,0,1,1,0,0,0,19,79
ZCTA5 96040,341,335,271,4,45,2,0,2,0,0,0,0,0,4,4,0,0,0,9,6
ZCTA5 96041,2747,2567,2338,4,174,11,0,0,4,4,1,0,2,2,0,0,2,0,38,180
ZCTA5 96044,1022,949,888,5,36,1,0,0,0,1,0,0,0,0,0,0,0,0,19,73
ZCTA5 96046,304,280,253,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24
ZCTA5 96047,1004,941,865,6,49,8,0,3,1,3,0,0,1,1,1,0,0,0,12,63
ZCTA5 96048,736,704,656,1,30,2,0,1,0,1,0,0,0,0,0,0,0,0,15,32
ZCTA5 96049,95,89,76,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
ZCTA5 96050,414,399,367,0,21,2,2,0,0,0,0,0,0,1,0,0,0,1,8,15
ZCTA5 96051,1139,1099,1056,0,29,4,0,0,2,1,0,1,0,1,1,0,0,0,9,40
ZCTA5 96052,1460,1416,1284,33,42,8,0,1,5,0,1,0,1,6,5,0,0,1,43,44
ZCTA5 96054,366,358,331,0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,9,8
ZCTA5 96055,3935,3758,3223,22,77,16,2,2,7,5,0,0,0,2,1,1,0,0,418,177
ZCTA5 96056,1642,1611,1344,2,47,8,0,1,3,4,0,0,0,0,0,0,0,0,210,31
ZCTA5 96057,1355,1313,1276,9,16,6,1,0,2,3,0,0,0,0,0,0,0,0,6,42
ZCTA5 96058,798,764,531,0,31,8,0,0,6,1,0,1,0,0,0,0,0,0,194,34
ZCTA5 96059,688,668,622,1,25,7,0,5,2,0,0,0,0,6,1,0,0,5,7,20
ZCTA5 96061,36,36,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 96062,1105,1056,997,5,10,13,4,1,7,0,0,0,1,1,0,1,0,0,30,49
ZCTA5 96063,125,120,117,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5
ZCTA5 96064,4574,4350,4071,25,142,35,8,1,10,8,1,4,3,3,1,2,0,0,74,224
ZCTA5 96065,357,338,273,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19
ZCTA5 96067,7165,6887,6543,78,58,118,13,32,26,25,8,1,13,11,2,0,7,2,79,278
ZCTA5 96068,183,171,123,17,14,1,0,0,1,0,0,0,0,0,0,0,0,0,16,12
ZCTA5 96069,982,953,905,7,18,5,0,0,1,4,0,0,0,0,0,0,0,0,18,29
ZCTA5 96071,125,122,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ZCTA5 96073,4082,3951,3780,17,58,19,0,5,6,1,4,0,3,1,1,0,0,0,76,131
ZCTA5 96074,260,245,199,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15
ZCTA5 96075,369,366,311,24,8,4,0,4,0,0,0,0,0,0,0,0,0,0,19,3
ZCTA5 96076,166,160,147,1,6,1,0,0,0,1,0,0,0,1,1,0,0,0,4,6
ZCTA5 96080,28764,27448,24258,186,721,351,74,47,93,29,20,27,61,32,7,4,10,11,1900,1316
ZCTA5 96084,625,582,515,1,49,5,0,0,3,1,1,0,0,1,0,0,1,0,11,43
ZCTA5 96085,85,77,65,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8
ZCTA5 96086,338,312,274,0,30,3,0,0,3,0,0,0,0,0,0,0,0,0,5,26
ZCTA5 96087,600,563,522,8,19,10,0,4,3,0,2,0,1,1,0,0,0,1,3,37
ZCTA5 96088,4506,4326,4140,11,96,32,3,3,9,3,11,0,3,4,2,1,0,1,43,180
ZCTA5 96090,421,406,349,6,23,1,0,0,1,0,0,0,0,0,0,0,0,0,27,15
ZCTA5 96091,699,682,651,0,15,7,0,3,0,2,0,0,2,4,3,0,0,1,5,17
ZCTA5 96092,496,479,413,1,12,2,0,0,0,0,1,0,1,0,0,0,0,0,51,17
ZCTA5 96093,4133,3915,3636,14,163,48,10,2,10,5,1,0,20,1,1,0,0,0,53,218
ZCTA5 96094,6630,6289,5438,263,139,197,16,10,13,13,7,2,136,30,2,1,14,13,222,341
ZCTA5 96096,695,666,643,2,14,2,0,0,1,0,0,1,0,0,0,0,0,0,5,29
ZCTA5 96097,10031,9488,8561,62,557,103,17,19,10,13,5,1,38,14,5,3,0,6,191,543
ZCTA5 96101,5490,5263,4692,68,190,69,14,23,14,10,1,1,6,15,7,4,3,1,229,227
ZCTA5 96103,1725,1693,1651,1,12,17,0,1,3,1,1,2,9,0,0,0,0,0,12,32
ZCTA5 96104,748,728,638,1,16,2,0,2,0,0,0,0,0,0,0,0,0,0,71,20
ZCTA5 96105,527,505,488,2,5,3,0,0,1,0,1,0,1,0,0,0,0,0,7,22
ZCTA5 96106,479,467,461,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,3,12
ZCTA5 96107,1269,1229,1055,12,67,13,0,0,7,2,1,2,1,1,1,0,0,0,81,40
ZCTA5 96108,122,119,112,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ZCTA5 96109,2197,2092,1313,431,106,52,0,7,12,4,4,7,18,20,5,1,6,8,170,105
ZCTA5 96110,166,164,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
ZCTA5 96111,160,156,146,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
ZCTA5 96112,214,204,111,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10
ZCTA5 96113,1000,908,739,86,43,5,1,0,2,0,2,0,0,8,1,3,1,3,27,92
ZCTA5 96114,3220,3131,2973,15,67,18,1,2,5,4,1,1,4,8,1,0,0,7,50,89
ZCTA5 96115,145,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ZCTA5 96116,233,221,148,3,8,2,0,0,2,0,0,0,0,0,0,0,0,0,60,12
ZCTA5 96117,405,392,362,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,23,13
ZCTA5 96118,1627,1582,1507,4,30,3,0,0,2,0,0,0,1,1,1,0,0,0,37,45
ZCTA5 96119,90,89,78,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
ZCTA5 96120,957,930,668,0,237,6,0,3,1,0,0,1,1,0,0,0,0,0,19,27
ZCTA5 96121,368,351,339,2,4,1,0,0,0,0,1,0,0,1,0,1,0,0,4,17
ZCTA5 96122,3883,3747,3253,21,90,24,0,4,9,3,2,1,5,4,1,2,1,0,355,136
ZCTA5 96123,48,47,40,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1
ZCTA5 96124,326,312,300,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,10,14
ZCTA5 96125,258,253,236,0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,12,5
ZCTA5 96126,215,214,202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
ZCTA5 96128,752,718,647,0,28,2,0,0,1,1,0,0,0,0,0,0,0,0,41,34
ZCTA5 96129,261,256,250,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,5
ZCTA5 96130,23150,22407,15847,2269,822,252,29,35,101,12,8,26,41,123,12,1,7,103,3094,743
ZCTA5 96132,119,107,91,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12,12
ZCTA5 96133,110,108,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
ZCTA5 96134,2512,2369,1643,8,53,4,1,0,2,0,0,0,1,5,4,0,0,1,656,143
ZCTA5 96135,128,124,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
ZCTA5 96136,104,101,97,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3
